Somali_homograph,Meaning_Index,Somali_definition
gannad,3,Nafley kacsan ahaansho.
gantaal,1,Wax la ganay oo fallaar iwm.
gantaal,2,Qalab ama hub halis ah oo meel fog wax ka dila. 
gantoob,1,Xijaab ka samaysan kebed ama dermo oo kala qaybiya aqal gudihiisa.
gantoob,2,"Aqal, derin, maro iwm ku kala qoqobid."
gar,1,Timaha ka baxa dhabannada iyo daamanka ragga.
gar,2,Halka ay isaga yimaadaan labada daan.
gar,3,Garraarka haweenka guntintiisa.
gar,4,"Dhan, dhinac."
gar,5,Dood loogu xaqsoorayo laba dhinac oo arrin isku haya.
gar,6,Daw; xaq.
gar,7,Caaradda ama afka astaan ama midab gaar ah uga yeelid.
garaac,1,Ku dhufashada wax si xoog iyo noqnoqosho leh wax kale loogu dhufto.
garaac,2,Dhir la beerto oo la cuno inta ay curdanka tahay oo aanay weli miro yeelan. garaac3 . Wax si xoog iyo noqnoqosho leh wax kale ugu dhufasho.
garabsaar,1,Maro iwm oo marka culays la qaadayo garabka la saarto si culeyska la iskaga xajiyo.
garabsaar,2,Is jirid. 
garan,1,Hu' hoosaad qafiif ah oo shaatiga laga hoos gashado si uu dhididka uga ilaaliyo.
garan,2,Wax qaarka hore midab ku leh ahaansho .
garangar,1,Bir wareegsan dhexda ka bannaan oo carruurtu iyaarto.
garangar,2,Wax si dilindillo ah u socosho.
garbadduub,1,qabashada cid gacmaha gadaal loo qabto ama loo xiro. 
garbadduub,2,cid gacmaheeda gadaal qabasho ama u xirid.
garbadhac,1,Kala rayn waayidda ay kala rayn waayaan laba qof oo legdemaaya.
garbadhac,2,"Laba qof oo legdemaaya, kala rayn waayid."
garbo,1,Xiddigaha dallaallida u horreeya oo u dhexeeya dirirka iyo bayaxawda.
garbo,2,Meel godan oo biyo ku jiraan oo qusur ah oo ay sameeyaan biyaha kor ka soo dhaca; galxiddigaale.
gargaar,1,Kaalmo wax ku ool ah oo dhaqso leh.
gargaar,2," degdegg kalkaalo caafimaadka dhaqsaha leh oo loo galo qofka jirradu oo booddo ama shil ku dhaawacma. gargaarsimo, gergaar1."
gargaar,3,cid taakulayn.
garooc,1,In yar oo wax is haysta laga gooyay.
garooc,2,Wax aan kaamil ahayn.
garoon,1,"Barxad weyn, bannaan oo siman. Tus. G.ka kubbadda; g.ka dayuuradaha."
garoon,2,Neef lo' ama riyo ah oo aan geeso lahayn; seenyo.
garoon,3,Dhul geedo ka dhammayn.
garoon,4,Madax timo ka murxin.
garoor,1,Caano lo'aad ama ari fadhi ah oo aan subag laga saarin.
garoor,2,Ciir.
garoor,3,Fadhi aan subag laga saarin noqosho .
garqaad,1,Wax hoggaamin. Tus. Cali baa ragga arqaaday.
garqaad,2,Laba qof ama ka badan oo is haysta arniqid.
garraw,1,Nooc cawska xooluhu daaqaan ka mid ah.
garraw,2,Gebi leh cusbo xooluhu ka leefaan. 
garraw,3,"qof wax sameeyey, arrinta ama sababta ku jiidey, inaan laga fursan karin oo ay garti ahayd aqoonsasho, u qirid."
garruumo,1,Abaahi aan dhammaystirayn .
garruumo,2,Wax qaar ka goosasho.
gawaanraac,1,Cararidda xoolo badani cararaan iyaga oo baydadaya.
gawaanraac,2,Wax dhumid.
gawdiid,1,"Taagnaan badan oo meel lala istaago jirro, dhibaato iwm awgeed. "
gawdiid,2,"Jirro, dhibaato iwm awgeed meel la istaagid.g"
gayax,1,Nooc kalluunka badda ka mid ah.
gayax,2,aan weli ababin oo caana keliya ku nool.
gayax,3,Mullaax mayrax ah oo naasaha geela looga xero si aan qaanku u nuugin.
gebi,1,Qar; jar; daan.
gebi,2,Fool; madax. gebid m.dh gabid.
gees,1,"Cad sida lafta u adag oo ka baxa maxada raafleyda qaarkood , madaxa raafleyda."
gees,2,Dhan; dhinac; jaho.
gefer,1,  u tuuridda xarig loo tuuro ceel dheer.
gefer,2, fardo aan la ilaalin oo banjoog ah.
gelin,1,Maalinta ama habeenka barkooda hore ama dambe.
gelin,2,Calal.
gembi,1,Dagaal weyn oo lagu hoobto.
gembi,2,Wax afrogid.
gembi,3,Dagaal ku kicid.
geylaan,1,Dhicidda wax culusi dhulka xoog ugu dhacaan.
geylaan,2,Timo aad u dheer sida kuwa fardaha guudkooda ka baxa.
geyllan,1,Dadaal badan.
geyllan,2,Si daran oo loo dagaallamo.
geyr,1,Qaybta baabuurta iwm u qaabilsan isbeddelka dhaqdhaqaaqa iyo xawliga; marsho.
geyr,2,Caro badan. 
gibil,1,Haragga ama maqaarka sare ee dadka iyo xoolaha.
gibil,2,"Atomosfeer: hawada kedfan dhulka oo badanaa isugu jirta neefo ay ka mid yihiin ogsajiin , Naytrojiin , kaarboon dhayogsayd , Argon , Helium iyo neefo kale oo ku yar gibilka marka ay hawadu qallalantahay, iyo uumibiyood xaddegiisu doorsoomo."
gibil,3,Saan korka laga saaro awrka marka rarka loo dhammeeyo; lammo. gibilbiyood  Dhammaan biyaha
giir,1,Madow iyo caddaan si isle'eg isuga jira; jiir.
giir,2,"Dhogor dhaadheer oo orgida, dameeraha, biciidka iwm tunkooda ka baxda."
giir,3,Wejitub; biriir; u furuqdhoon.
giir,4,Midabbo kala duwan wax u yeelid; giir u yeelid.
giis,1,Cod gaaban oo lagu heeso ama lagabyo.
giis,2,Maanso; guluuluc.
girgir,1,Wax wareegsan afkiisa sare.
girgir,2,Mindi dhankeeda aan wax goyn.
girgir,3,Wax xariiqid.
gob,1,Geedqodxeed dheer oo leh miro la cuno oo macaan oo ag kuwa xammurka.
gob,2,Qof dad la dhaqan wanaagsan oo asluub loo bogo leh.
gob,3,  inta talada u haysa bulsho meel ku wada nool.
god,1,Dalool dheer oo hulan oo dhulka ka samysma ama laga sameeyey.
god,2,Wax qalloocin.
godan,1,Xiidmaha yar yar meesha qalloocan ee ay ka lowdaan.
godan,2,godin. Magac falag.
godan,3,Wax la godey ahaansho.
godo,1,Meel ay doqowda talada gooysaa hiraan.
godo,2,Godad yaryar oo shinnidu samayso oo ay malabka iyo ugaxda ay ku hoyiso.
godo,3,Daliig yar oo daruur ah.
godo,4,Wax qalloocasho.
godo,5,Qalloocsamid. Tus. Cali lixdan sano markuaaray ayuu gotay.
godob,1,Meel weyn oo godan oo dhinacyada ay ka xigaan duullayaal iyo taagag oo caws iyo geeda faalala ay ka baxaan oo jiilaalka la daaqo.
godob,2,Xadgudub qof lagu sameeyo oo aan laga xaalmarin oo reeba utun iyo qaan.
goldoox,1,"Goldillaacinta neef dhali waayey gosha laga dillaaciyo, si ilmaha looga"
goldoox,2,Dheddig dhali waayey golkadillaacin si ilmo looga dhaliyo.
gommod,1,Cudur raafafka ariga ku dhaca; raafdillaac. golrod.
gommod,2,Cagta geela; cagaf.
gommod,3,Cudur gommodka ka qaadid
goob,1,Si wadajir ah oo wax loo qabto .
goob,2,Meesha badarka lagu ururiyo marka beerta laga soo jaro.
goob,3,Meel bannaan oo lagu soo bandhigo ciyaaraha.
goob,4,Wax qeyb qeyb u yaalo middood.
goob,5,Meesha ay herintu degto marka ay oroobka tahay.
goob,6,Meesha lagu sameeyo masraxiyadda.
goob,7,Wax baadiddoonid. 
goobo,1,Shaxan ka samaysan hal xarriiq oo wareegsan oo xuduntiisu fogaan isle'eg u jirto bar kasta oo xarriqda ka mid ah.
goobo,2,Summad goobo ah.
goobo,3,Wax lumay ama maqan raadsasho.
goobo,4,cid si wada jir ah wax u yeelid
goobyaal,1,Geed dhuuban oo aan caleen lahayn oo mariid halis ah leh.
goobyaal,2,Qof aan tartammada kuulaysan.
goobyaal,3,Warwareegid iyado wax la sugayo.
goof,1,Beer gabowday oo aan badar ka baxayn.
goof,2,"Ceel, webi, tog iwm oo biyihii ka gureen."
goof,3,god indhood oo ishii ka maqan.
goof,4,qof aan caqli badan lahayn.
goof,5,"Wax, waxtarkiisi gabay noqosho ."
gooh,1,Nooc ka mid ah ololka geela.
gooh,2,Neef geel ah ololid.
gooh,3,Cataabid.
gool,1,Ciyaarta godadowga afar xabbadood oo iskod ku jira.
gool,2,Awr buuran.
gool,3,Waraaqaha maraakiibta iyo dayaaradaha ay u adeegsadaan safarra dooda.
gool,4,Libaax dheddig.
goosato,1,Kasoobax weyn oo meesha uu ka soo baxo gooya.
goosato,2,Cambaarmadow.
goosato,3,Geed weyn oo aan qodax lahayn oo dhala miro macaan oo la cuno. 
gorod,1,Neef madaxa midab gaar ah ku leh; neef gordan.
gorod,2,Madax.
gorod,3,Qaarka hore ee xoolaha.
goror,1,Dhiig sanka ka yimaada.
goror,2,Istaag ku daalid.
goror,3,Dhiig sanka ka imaansho. gorori In yar oo hoore ah oo
guban,1,"Dhulxeebeed, kulul, aan geedo lahayn, cusboole ah oo ku dhereran badda cas."
guban,2,Wax dab maray ahaansho.
gudbe,1,Qof tartan ama imtixaan kuuleystay.
gudbe,2, fal wax qabadkii u tallaabo wax kale ama yeele iyo layeele u baahan. Tus. Cali baa aqalkii dhisay.
gudo,1,Wax mug leh dhexdiisa.
gudo,2,Waajib oofin.
gudub,1,Hab cayaarta waalada loo dheelo oo laba qof si isweydaar ah gacmaha isu dhaafsadaan.
gudub,2,Babac.
gudub,3,gudbid.
gudub,4,Wax dhaafid.
gudub,5,wax dhexdooda wax kale koyn.
guduudi,1,"Nooc ka mid ah masaggada, yaryar oo cas cas. guduudshe."
guduudi,2,Wax guduud ka dhigid.
guf,1,Cad yar oo maro ah weelasha haruubkooda lagufeyo.
guf,2,Hanti yar oo la siiyo qaraabada ama waalidka gabar la aroosay.
gufaaco,1,Roob dabayl soo harbinayso.
gufaaco,2,Hirar waaweyn oo dabayli ku dheehantahay oo badda kacsani soo daacdo.
gufaaco,3,"Gobol cadaadis gibilkiisu hooseeyo, oo kala ah laba nooc. Nooc wuxuaar u yahay loolalka cimiladoodu ay tahay meel dhexaadka; nooca kalena waxaa loo yaqaanaa gufaacada kulaaleyda. Labada nooc waa isu egyihiin, sababtoo ah labaduba waxay uga dhac aan galoobbadhka woqooyi si lid saacad wareeg ah, galoobbadhka koonfureedna si saacad wareg ah."
gufeysan,1,Wax la gufeeyey noqosho. 
gufeysan,2,Wax guf loo yeelay ahaansho. 
gulaal,1,awr aan doobbada soo ridi karin; gorayciil; doobbogoray.
gulaal,2, nin aan codkar ahayn.
gulaal,3,"Qodax, nabar iwm neef geel ah addin ka iimayn."
guluf,1,Koox yar oo fardooley ah oo dagaal u jeedda.
guluf,2,Orod aan xawli ahayn oo waqtiga dhiillada iyo colaadda la sameeyo.
gunaanad,1,Qof dhimanaya quraan ku akhriyid.
gunaanad,2,Dood iwm dhammaystirid.
gundhi,1,gundhis. Bir yar oo caarad dhuuban iyo gawl leh oo kabaha iwm lagu tolo.
gundhi,2,"Xarig, madax iwm si tartiib ah oo aan joogto ahayn u nuuxin. gundhig1  Wax la biirinayo ama la"
guntan,1,Xarig iwm wax la guntay noqosho.
guntan,2,Dhiig iwm wax fariistay noqosho.
guntan,3,Wax qaarka dambe maro uga xiran ahaansho. 
gunti,1,Marada raggu hoos ka qaato labadeeda duub oo yaryar oo ay ku leedahay la simaadka labada fiiq oo miskaha.
gunti,2,Hab go'yaasha dharka raggu u xirto.
gunti,3,cid maro hoos ugu xirid.
gur,1,Gacanta bidix.
gur,2,Gardarro.
gur,3,Neef irmaanaa candhadiisa caano ka idlaasho.
gur,4,Ceel biyo lahaa dawrid. 
guri,1,Hooy; aqal.
guri,2,nafley heshay difaac ka celiya waxyeellada cudur horay ugu dhacay.
guri,3,"Nafley irmaan, maalid iyo nuugid ka dhaafid."
guri,4,"La g cid xumo wadda la sii wadid, si loo tuso waxyeelladeeda."
guro,1,"Meel godan oo gaadiid raran dushiisa laga sameeyo oo la saaro carruur, maqal iwm."
guro,2,Rako.
guro,3,Wax meel yaal ka qaadasho.
guro,4,Miro geed ka goosasho.
guro,5,Cunto iwm weel ka baxsasho.
guro,6,K wax lagu tartamayey kala badin waayid.
guro,7, waxyaalo isku dhex jiray kala saarid.
guul,1,Xoolo aroor ah oo ka dhaxay xeradoodii.
guul,2,guulid.
guul,3,Dagaalka ama tartanka oo lagu adkaado; lib; libin; liibaan.
guul,4,Cid haddadid.
guul,5,Xoolo aroor ama wabax ah meel ceelka u dhow habeen u hoyasho.
guumeys,1,Nin da' weyn oo aan weli guursan.
guumeys,2,Shimbir ka mid ah shimbiraha habeenkii ugaarsada oo leh madax ballaaran iyo indho waaweyn oo baalal adagi ku xariiranyihiin.
guumeys,3,Gabar inannimo ku weynaatay oo aan la guursan.
guur,1,Xiriir mideynaya nin iyo naag ayadoo wada noolaanshahooda lagu saleynayo heshiis sharciyeysan oo dammaanad u ah xaas inuu unkamo.
guur,2,"Reer meel uu degganaa ka guurid, ayadoo uu meel kale degayo."
guux,1,"Cod weyn oo cunaha awr, goray iwm ka soo baxa."
guux,2,Codka matoorrada.
guux,3,Cod weyn sameyn .
guux,4,Matoor cod samayn.
guux,5,wax u riyaaqid.
faaf,1,Meesha wabiyadu iyo daadadku ku fatahaan.
faaf,2,faafid.
faaf,3,"Biyo, cudur, war iwm meel ku baahid"
faambi,1,Si aan habboonayn oo wax loo cuno.
faambi,2,Qasidda wax nidaamsan la isku qaso. faambiyid.
faan,1,Hadal aan dhab ahayn oo cid lagu ammaano.
faan,2,Ilig dheer.
faan,3,Foolasha maroodiga ee dhaadheer midkood.
faan,4,Hadal aan dhab ahayn isku ammaanid.
fadfad,1,"Godgod yaryar oo cudurka furuqu ku reebo jirka nafleyda; furuqdhaw, furuqdhoon."
fadfad,2,Jir nafley humbuluuluqid.
fadfad,3,Raashin karaya tiqid.
fadhi,1,Qaabka iyo xaalada qof salka dhulka ku haya.
fadhi,2,Rug la degganyahay. Tus. Fadhigeygu waa Afgooye.
fadhi,3,Lo' tiradeedu boqol gaartay.
fadhi,4,Salka meel dhigid.
fadhi,5,Rasmi ahaan meel u degid.
fag,1,dheh: orod!
fag,2,Dhul si aan dheereyn u qodid.
fal,1,Wax qabad; samays.
fal,2,"Qayb ka mid ah koox naxweedda isbedbeddesha, waxayna tilmaantaa wax la sameeyo ama wax la ahaado. Tus. Guuleed wuu yimid, Sucaad way kortay. F. gudbe: waxaa lagu magacaabaa fal u baahan layeele toosan si uu u hawlgalo sida arag, cun, taabo. Tus. Sabriye ayaa tufaaxa cunay; f. magudbe: fal aan oggolaanayn in uu si toos ah u yeesho layeele sida soco, buub, weynow. Tus. Ismahaan baa soo socota, Ismahaan baa u soo socota dugsiga; f. sifo: waxaa jira falal aan muujinayn waxa uu qabto yeeluhu, balse muujiya xaaladda uu uganyahay iyo sifadiisa; falalkani waxay mar waliba ay ku tiirsanyihiin fal ahaansho. Tus. Gabadhu way wanaagsantahay."
fal,3,Wax samayn. Tus. Arrintan anigaa falay.
fal,4,Wax sixrid.
falan,1,"F.kay, f.kaa iwm: dartay, dartaa iwm."
falan,2,F.kiisii gal!: Arrintiisii gal!.
falan,3,Wax sixran noqosho.
falan,4,Beer wax la falay noqosho.
falan,5,Dhul wax la banneeyey noqosho.
falan,6,Wax la falay ahaansho.
fale,1,Walax kimikeed oo isbeddel keena.
fale,2,Yeelaha weerta.
falfal,1,"Hilib cad, ama cadad waaweyn oo biyo lagu kariyey."
falfal,2,Jid laangooyo lagu sameeyey.
falfal,3,Sixir.
falfal,4,Dhaqdhaqaaqa hore karkaraya.
falfal,5,Hoore wax karkaray noqosho.
falfalliir,1,Digir dubkii laga qaaday oo aad loo kariyey.
falfalliir,2,Jeexjeexa qori qallalan yeesho.
falfalliir,3,Wax sida qori iwm falfalliir u yeelid.
falko,1,"Daar, derin iwm oo caw ka samaysan oo aan midab lagu xardhin."
falko,2,Falag samaysasho.
fallis,1,"Tartan lagu tartamo qiimakordhin, badeeco la naadinayo."
fallis,2,fallisid.
fallis,3,badeeco la naadinayo qiime la gaarsiiyey wax ku kordhin.
fanax,1,Meesha laba farood oo kasta iska galaan.
fanax,2,Laba fool oo kala durugsan inta u dhexeysa .
fannid,1,"Wax, wax kale ka dhex raadin."
fannid,2,Wax heerheer u kala saarid.
fanqooq,1,Wax meel uu ku dhegganaa ka soo fuqay laakiin weli meel yar ka haysta.
fanqooq,2,Wax meel ay saarnaayeen ama ku dhegganaayeen in yar kor uga kicid.
fanqooq,3,Kadalloob u fariisasho.
fansaar,1,Alaabo yar oo aan cuslayn oo gaadiidka dheegga laga saaro marka la raraayo.
fansaar,2,fangelid.
fansaar,3,"Qaanuun xisaabeed ka dhexeeya laba urur , kaas oo, kutirsane kasta oo ka mid ah ururka hore uu ku aado kutrisane keliya oo ka mid ah ururka dambe ."
fantatiir,1,fantatiirid.
fantatiir,2,Xoog iyo dadaal badan iska doonid; istiilid. wantatiir2.
far,1,Xubnaha dhuudhuban oo ciddiyuhu ku yaallaan oo gacmaha iyo cagaha dadku ku dhammaadaan middood.
far,2,"Meel, jir iwm qalab caarad dhuuban ku qodid."
far,3,Cid farriin u dhiibid.
far,4,Cid amar siin.
faraaci,1,Habeenka dayaxu xiddigta faraacida la fadhiyo.
faraaci,2,Xiddigaha raqaha midkood. faraajiin m.dh.w eeg fujaan.
farabbar,1,"Carbin, agabar."
farabbar,2,Neef ugub oo curtay maalis oggolaysiin.
farac,1,Durriyad.
farac,2,"Laan hay'adeed, bangi, xisbi iwm oo meel ka furan."
farac,3,Habdhac uu erey uga soo farcamo mid kale. Tus. fur + e
faraq,1,Daliigo yaryar oo badan oo laamaha geeduhu yeeshaan; raamo.
faraq,2,Inta ay laba xaddi is dheeryihiin ama jawaabta la helo marka laba xaddi ama tibaax la kala gooyo. farqi.
faraqarrar,1,Fantaxda u dhaxeysa faraha nafleyda.
faraqarrar,2,Cudur faraha dhexdooda ku dhaca oo dhaliya dhaawac xanuun badan.
farasaar,1,Dagaal laba qof ka dhex dhaca oo aan wax weyn lays gaarsiin.
farasaar,2,Lacag yar oo horumarin ahaan la isu siiyo.
farriiq,1,"Butaaco, firdhad, finnin."
farriiq,2,Dareere yar meel ka soo dhiijin.
faruur,1,Labada bushumood oo afka nafleyda middood.
faruur,2,Hoore marin u dillaacin.
faruur,3,Bushin dillaacin. 
fasahaad,1,Dawga toosan oo laga leexdo.
fasahaad,2,Kibir.
faxal,1,"Xubuub cufan oo ka kooban gaamaytyada lab ee iniinta geedka, kuwaas oo ka baxa iyaga oo farabadan kiishfaxalka."
faxal,2,Labada laab ee sare faxal-sidaha geedka kuwaas oo had iyo jeer midabkoodu yahay hurdi .
faxal,3,Faxal sameyn.
faxal,4,rimaygacmeed lagu sameeyo geedaha aan labaabshaha ahayn sida timirta iyadoo la goynayo khaylka lab oo marka la qallajiyo lal dhaco khaylka dheddig oo geedkiisii ku yaal
fay,1,Kabihii waayadii hore haweenku qaadan jireen afkooda hore oo godan caaraddiisa.
fay,2,Caarad; gees.
fay,3,Xaalad caafimaadqab ugnaansho; ladnaansho.
fayl,1,Gal.
fayl,2,Kaabiga ugu sarreeya ceel afkiisa.
fayl,3,Boqonta lugta.
faylduub,1,Qaab loo xiro neef si aanu ararin iyadoo boqonta xarig looga dhuujinayo.
faylduub,2,Neef si uusan ararin boqonta xarig kaga giijin.
feer,1,"Lafaha dhuudhuuban, xooggan ee ku xeeran dhawraarintana u ah uur ku jirta nafleyda inteeda sare."
feer,2,"Hareer; gees, dhinac."
feer,3,Qaaxo.
feer,4,Fara duuban wax ku dhufasho.
feer,5,Tin iwm shanleyn.
feeragashi,1,Funaanad;garan ama shaati.
feeragashi,2,"Derin, raar iwm oo weyn oo aqal soomaaliga labada docood ama mid laga geliyo marka la dhisayo."
feero,1,"Qalab bir ah, gacan la qabto leh, oo dharka lagu kaawiyadeeyo; kaawiyad."
feero,3,Timo shanlo ku habaysasho.
feero,4,"Caw, mayrax iwm jeexjeexasho."
feertan,1,Ciyaar laba qof feer ay ku tartamaan.
feertan,2,Isdhaafsashada laba qof feer ku dagaallamaan.
feertan,3,Laba qof feer ku tartamid.
feertan,4,Feer ku dagaallamid.
fered,1,Wax wanaagsan oo khayr leh. Tus. Fered Alla ha kuu furo.
fered,2,"Inkaar, habaar."
fered,3,Qof inkaar la helid.
ficil,1,ficilo. Dareen cid loogu hiillinayo.
ficil,2,Waxqabad.
ficil,3,Fal.
fiiq,1,"Caarad, af."
fiiq,2,Qalista indhaha.
fiiq,3,Qashin.
fiiq,4,Meesha u sarreysa wax dheer.
fiiq,5,Wax diir ka qaadid.
fiiq,6,Wax caarad dhuuban u yeelid.
fiiq,7,Indho qalid.
fiiq,8,Meel xaaqid.
fiiq,9,"Far ku f., gacan ku f wax dhuuban wax ku tilmaamid."
fiiqan,1,Wax dubka laga qaaday noqosho.
fiiqan,2,Wax caarad dhuuban loo yeelay ahaansho.
fiiqan,3,Wax indhaha laga qalay ahaansho.
fiiqan,4,Wax qashin laga xaaqay ahaansho.
fiix,1,Firfir subag ah oo marka caanaha la lulo dul sabbeeya.
fiix,2,Fuf.
fiix,3,Dufan yar oo ka dhashiima laf qorrax taal.
fiix,4,fiixid.
fiix,5,Caano firfir yeelasho.
fiix,6,"Wax sida dhidid, biyo iwm meel ka soo kor bixid."
fiix,7,Geed fufid.
fil,1,Wadarta sano ee noole jiro.
fil,2,"Da', cimri."
fil,3, isku da'ah; isku'yaal jira.
fil,4, wax malayn.
filig,1,Qalab yar oo inta sun lagu shubo cayayaanka lagu buufiyo.
filig,2,Sun hoore ah oo cayayaanka lagu buufiyo.
filig,3,Wax nidaamsanaa kala daadin.
filig,4,Wax iska filqid.
finiin,1,"Cadad yaryar oo meeshi ay ku dhegganaayeen xoog iyo dhaqso uga soo fuqay, ama uga soo ganmay."
finiin,2,Wax ordaya xoog uga dhicid. Tus. Baabuurkii ayuu xoog uga finiinay.
finiin,3,Wax meeshii ay joogeen ama ku dhegganaayeen xoog uga soo go'id ama uga soo ganmid. Tus. Dhagax baa soo finiinay.
finiin,4,Xoolo gaar ararid. Tus. Faras baa naga finiinay. 
fir,1,Taxanaha abtirsiimada ee laga soo askumay.
fir,2,Cagaarka ugu horreeya ee geedaha ka soo baxa.
fir,3,"Timo, caw iwm feerid."
firfir,1,Burcad yaryar oo caanaha marka la lulo kor sabbeeya.
firfir,2,caano la lulay oo firfir yeeshay.
firfir,3,Dhidid f.  
firfir,4,Caano la lulay firfir yeelasho.
firo,1,"Wax jajabay oo habaasoobey oo dabayshu qaaddo; saxar, boor."
firo,2,Nooc ka mid ah ciyaarta turubka oo lagu khammaaro.
firo,3,Timo iwm feerasho. firoobid m.f.dh eeg firow.
fooc,1,"Dhul, jir iwm. wax ka soo taagan."
fooc,2,Wax siman kor u soo kuusmid.
fooc,3,Abuur dhul kasoo bixid.
foodsaar,1,Raar aqalka miyiga wejiga hore laga saaro.
foodsaar,2,Gabbaad.
foodsaar,3,Wax kafool kafool uga hor tegid.
foodsaar,4,Meel kabbasho. foodsaarid 
foof,1,Xoolo daaq doonad ah.
foof,2,Meesha xooluhu daaqaan.
foof,3,Inta u dhexeysa xerada iyo daaqsinta.
foof,4,Kadin geel ah.
foof,5,Xoolo daaq doonasho.
fool,1,Weji.
fool,2,Afarta ilig ee dhoollaha u dhexeeya midkood.
fool,3,Jiko.
fool,4,Dareen xanuun leh oo dheddigga qabta marka ay umulayaan.
fool,5,Qabashooyin isku xig xiga oo dhallaan iyo mandheer uga soo baxaan ilmasidaha naag xaamilad ah.
fulul,1,Saxro oo markaas la saxrooday.
fulul,2,Wax aasnaa sida xidid dibad u soo bixid.
fuq,1,Labada daan oo afka midkood.
fuq,2,"Wax, wax kale oo adag ka soo go'ay."
fuq,3,"Wax, wax uu ka mid ahaa ka soo go'id."
fur,1,"Wax afka looga shiro weel, sida buraashad, dhalo,iwm."
fur,2,Summad xoolaha lagu asteeyo oo dhegta inteeda sare la gooyo.
fur,3,"Albaab, dariishad iwm ballaqid."
fur,4,Guntin xarig kala bixin.
furan,1,Wax la furay noqosho.
furan,2,"Albaab, dariishad iwm wax la ballaqay ahaansho."
furmo,1,Meel geeddi ku nasto.
furmo,2,Wax furan noqosho.
furun,1,Rooti.
furun,2,Tinnaarka rootiga lagu dubo. 
furun,3,Maro ay raggu kor ka qaataan.
furux,1,Kalagoosyada oogada oo lafuhu iska galaan midkood.
furux,2,murgacasho. 
fuud,1,Dhacaanka ka baxa hilib xoolaad ama mallay iwm. oo biyo lagu kariyey; maraq.
fuud,2,Hoore si tartiib ah uga dhergid.
fuuq,1,Dhuunta baaruudda xabbadda qarxisaa ku jirto; qashir.
fuuq,2,"Shanqarta ka yeerta kolka biyaha, caanaha iwm xoog loogu soo nuugo bushimaha oo urursan oo loo dhoweeyo; fiq; fururuq."
fuuq,3,In yar oo kol la fuuqsado. 
fuuq,4,Hoore si tartiib ah uga dhergid.
qaab,1,Hannaanka wax leeyahay.
qaab,2,Caano garoor ah.
qaab,3,qaabi.
qaabbil,1,Docda wejiga ah oo soo jeedda.
qaabbil,2,"Cid ka hor imaad, soo dhoweys."
qaabbil,3,"Q.kayga: hortayda, tooskayga."
qaabbil,4,Cid la kulmid.
qaac,1,Uumi daruur la moodo oo wax gubanaayo ka soo baxa oo hawada ku baaho
qaac,2,Wax gubanaayo qaac bixin.
qaad,1,Mugga ay wax leeyihiin.
qaad,2,dabool ka qaadid ;wax dahsoonaa sheegid
qaad,3,roob feerid
qaad,4,hadal arin iwm carrab ku dhufsasho
qaad,5,Wax meel yiil meel kale geyn.
qaad,6,yibir cid habaarid
qaad,7,hees ku luuqayn
qaad,8,nafley cudur ku dhicid 
qaad,9,hanti dhacid
qaad,10,"ciil ,ceeb iwm meel kala tegid "
qaad,11,wax gudo leh in ku filan ku shubid
qaad,12,qaadka la cuno 
qaad,13,awooda qaadis ee wax leeyihiin
